County,State,Lat,Long,Location
Dickens,Texas,33.61616822,-100.7788855,"Dickens, Texas"
Dickenson,Virginia,37.12560977,-82.35124171,"Dickenson, Virginia"
Dickey,North Dakota,46.11017712,-98.5049008,"Dickey, North Dakota"
Dickinson,Iowa,43.37787725,-95.1510206,"Dickinson, Iowa"
Dickinson,Kansas,38.86600962,-97.15532383,"Dickinson, Kansas"
Dickinson,Michigan,46.00999672,-87.86961634,"Dickinson, Michigan"
Dickson,Tennessee,36.14669837,-87.35891709,"Dickson, Tennessee"
Dillingham,Alaska,59.79603738,-158.2381942,"Dillingham, Alaska"
Dillon,South Carolina,34.39007791,-79.37741872,"Dillon, South Carolina"
Dimmit,Texas,28.42270064,-99.75645095,"Dimmit, Texas"
Dinwiddie,Virginia,37.07544585,-77.63451754,"Dinwiddie, Virginia"
District of Columbia,District of Columbia,38.90417773,-77.01655992,"District of Columbia, District of Columbia"
Divide,North Dakota,48.8149387,-103.4873611,"Divide, North Dakota"
Dixie,Florida,29.60631086,-83.15724673,"Dixie, Florida"
Dixon,Nebraska,42.49188363,-96.86782408,"Dixon, Nebraska"
Doddridge,West Virginia,39.27057157,-80.70671527,"Doddridge, West Virginia"
Dodge,Georgia,32.17265114,-83.16948926,"Dodge, Georgia"
Dodge,Minnesota,44.02238415,-92.86244324,"Dodge, Minnesota"
Dodge,Nebraska,41.58071748,-96.65598179,"Dodge, Nebraska"
Dodge,Wisconsin,43.41576662,-88.70928178,"Dodge, Wisconsin"
Dolores,Colorado,37.75208676,-108.5211585,"Dolores, Colorado"
Dona Ana,New Mexico,32.35275771,-106.8329387,"Dona Ana, New Mexico"
Doniphan,Kansas,39.79067154,-95.14056866,"Doniphan, Kansas"
Donley,Texas,34.96517499,-100.8140093,"Donley, Texas"
Dooly,Georgia,32.15630737,-83.79746561,"Dooly, Georgia"
Door,Wisconsin,44.95856458,-87.30002707,"Door, Wisconsin"
Dorchester,Maryland,38.45413522,-76.02752426,"Dorchester, Maryland"
Dorchester,South Carolina,33.0794369,-80.40502652,"Dorchester, South Carolina"
Dougherty,Georgia,31.53328528,-84.21722377,"Dougherty, Georgia"
Douglas,Colorado,39.33133796,-104.930001,"Douglas, Colorado"
Douglas,Georgia,33.70291126,-84.77026156,"Douglas, Georgia"
Douglas,Illinois,39.76768052,-88.21854195,"Douglas, Illinois"
Douglas,Kansas,38.88503636,-95.2925121,"Douglas, Kansas"
Douglas,Minnesota,45.93348491,-95.45335469,"Douglas, Minnesota"
Douglas,Missouri,36.9325593,-92.49905109,"Douglas, Missouri"
Douglas,Nebraska,41.29518299,-96.15085305,"Douglas, Nebraska"
Douglas,Nevada,38.912862,-119.6171333,"Douglas, Nevada"
Douglas,Oregon,43.27941273,-123.167291,"Douglas, Oregon"
Douglas,South Dakota,43.38520741,-98.36978007,"Douglas, South Dakota"
Douglas,Washington,47.7361335,-119.692937,"Douglas, Washington"
Douglas,Wisconsin,46.43222285,-91.91595768,"Douglas, Wisconsin"
Doña Ana,New Mexico,32.35275771,-106.8329387,"Doña Ana, New Mexico"
Drew,Arkansas,33.59035001,-91.71777921,"Drew, Arkansas"
DuPage,Illinois,41.85116968,-88.08642662,"DuPage, Illinois"
Dubois,Indiana,38.36597551,-86.8792417,"Dubois, Indiana"
Dubuque,Iowa,42.46815349,-90.88181925,"Dubuque, Iowa"
Duchesne,Utah,40.29772254,-110.425237,"Duchesne, Utah"
Dukes,Massachusetts,41.40674725,-70.68763497,"Dukes, Massachusetts"
Dukes and Nantucket,Massachusetts,41.40674725,-70.68763497,"Dukes and Nantucket, Massachusetts"
Dundy,Nebraska,40.17638677,-101.6876522,"Dundy, Nebraska"
Dunklin,Missouri,36.27167174,-90.09122243,"Dunklin, Missouri"
Dunn,North Dakota,47.35423935,-102.6160468,"Dunn, North Dakota"
Dunn,Wisconsin,44.94562799,-91.8962481,"Dunn, Wisconsin"
Duplin,North Carolina,34.93449805,-77.93140529,"Duplin, North Carolina"
Durham,North Carolina,36.03638492,-78.87608331,"Durham, North Carolina"
Dutchess,New York,41.7648606,-73.74356679,"Dutchess, New York"
Duval,Florida,30.33225875,-81.66976468,"Duval, Florida"
Duval,Texas,27.68184592,-98.50864568,"Duval, Texas"
Dyer,Tennessee,36.05931946,-89.41542855,"Dyer, Tennessee"
Eagle,Colorado,39.62754308,-106.6933637,"Eagle, Colorado"
Early,Georgia,31.32155345,-84.90255207,"Early, Georgia"
East Baton Rouge,Louisiana,30.53842039,-91.09777565,"East Baton Rouge, Louisiana"
East Carroll,Louisiana,32.73926954,-91.23425694,"East Carroll, Louisiana"
East Feliciana,Louisiana,30.84425359,-91.04976723,"East Feliciana, Louisiana"
Eastland,Texas,32.32743996,-98.83243566,"Eastland, Texas"
Eaton,Michigan,42.59599185,-84.83740035,"Eaton, Michigan"
Eau Claire,Wisconsin,44.726614,-91.28609183,"Eau Claire, Wisconsin"
Echols,Georgia,30.71101099,-82.89687287,"Echols, Georgia"
Ector,Texas,31.86898877,-102.5429428,"Ector, Texas"
Eddy,New Mexico,32.47167456,-104.3053527,"Eddy, New Mexico"
Eddy,North Dakota,47.71701474,-98.90432337,"Eddy, North Dakota"
Edgar,Illinois,39.6809186,-87.74759563,"Edgar, Illinois"
Edgecombe,North Carolina,35.91230639,-77.59436892,"Edgecombe, North Carolina"
Edgefield,South Carolina,33.77221995,-81.96231108,"Edgefield, South Carolina"
Edmonson,Kentucky,37.21218923,-86.23955613,"Edmonson, Kentucky"
Edmunds,South Dakota,45.41846445,-99.21545423,"Edmunds, South Dakota"
Edwards,Illinois,38.41353228,-88.05720863,"Edwards, Illinois"
Edwards,Kansas,37.88735543,-99.31263309,"Edwards, Kansas"
Edwards,Texas,29.98202582,-100.304252,"Edwards, Texas"
Effingham,Georgia,32.36616021,-81.34280942,"Effingham, Georgia"
Effingham,Illinois,39.05935711,-88.58969584,"Effingham, Illinois"
El Dorado,California,38.77965956,-120.5233166,"El Dorado, California"
El Paso,Colorado,38.83240149,-104.5251411,"El Paso, Colorado"
El Paso,Texas,31.76980765,-106.2363275,"El Paso, Texas"
Elbert,Colorado,39.28656773,-104.1358721,"Elbert, Colorado"
Elbert,Georgia,34.11302332,-82.83936148,"Elbert, Georgia"
Elk,Kansas,37.45338105,-96.24369667,"Elk, Kansas"
Elk,Pennsylvania,41.42822061,-78.64524744,"Elk, Pennsylvania"
Elkhart,Indiana,41.59761169,-85.85875695,"Elkhart, Indiana"
Elko,Nevada,41.14531606,-115.3577619,"Elko, Nevada"
Elko County,Nevada,41.14531606,-115.3577619,"Elko County, Nevada"
Elliott,Kentucky,38.11624059,-83.09771563,"Elliott, Kentucky"
Ellis,Kansas,38.91458712,-99.31751551,"Ellis, Kansas"
Ellis,Oklahoma,36.2180194,-99.75324573,"Ellis, Oklahoma"
Ellis,Texas,32.34894117,-96.79371841,"Ellis, Texas"
Ellsworth,Kansas,38.69677695,-98.20462799,"Ellsworth, Kansas"
Elmore,Alabama,32.59785413,-86.14415284,"Elmore, Alabama"
Elmore,Idaho,43.3507101,-115.4701578,"Elmore, Idaho"
Emanuel,Georgia,32.59221302,-82.30239915,"Emanuel, Georgia"
Emery,Utah,38.99617072,-110.7013958,"Emery, Utah"
Emmet,Iowa,43.37782951,-94.67858943,"Emmet, Iowa"
Emmet,Michigan,45.52625509,-84.89083249,"Emmet, Michigan"
Emmons,North Dakota,46.28398398,-100.2389766,"Emmons, North Dakota"
Emporia,Virginia,36.69455571,-77.53406129,"Emporia, Virginia"
Erath,Texas,32.23602653,-98.21773417,"Erath, Texas"
Erie,New York,42.76249024,-78.73063652,"Erie, New York"
Erie,Ohio,41.36796058,-82.62904521,"Erie, Ohio"
Erie,Pennsylvania,41.99253829,-80.03301954,"Erie, Pennsylvania"
Escambia,Alabama,31.1256789,-87.15918694,"Escambia, Alabama"
Escambia,Florida,30.67652764,-87.37284571,"Escambia, Florida"
Esmeralda,Nevada,37.78436681,-117.6319999,"Esmeralda, Nevada"
Essex,Massachusetts,42.6687626,-70.94687179,"Essex, Massachusetts"
Essex,New Jersey,40.78681335,-74.24657979,"Essex, New Jersey"
Essex,New York,44.11630765,-73.77297842,"Essex, New York"
Essex,Vermont,44.72736416,-71.73579864,"Essex, Vermont"
Essex,Virginia,37.93357639,-76.94230311,"Essex, Virginia"
Estill,Kentucky,37.69241417,-83.95956369,"Estill, Kentucky"
Etowah,Alabama,34.04567266,-86.04051873,"Etowah, Alabama"
Eureka,Nevada,39.98100864,-116.2683204,"Eureka, Nevada"
Evangeline,Louisiana,30.72985248,-92.39915924,"Evangeline, Louisiana"
Evans,Georgia,32.15328841,-81.8870105,"Evans, Georgia"
Fairbanks North Star,Alaska,64.80726247,-146.5692662,"Fairbanks North Star, Alaska"
Fairfax,Virginia,38.83677558,-77.27565836,"Fairfax, Virginia"
Fairfax City,Virginia,38.85157547,-77.2977964,"Fairfax City, Virginia"
Fairfield,Connecticut,41.26809896,-73.3881171,"Fairfield, Connecticut"
Fairfield,Ohio,39.75107189,-82.63088163,"Fairfield, Ohio"
Fairfield,South Carolina,34.39287073,-81.1195624,"Fairfield, South Carolina"
Fall River,South Dakota,43.23929297,-103.5275691,"Fall River, South Dakota"
Fallon,Montana,46.33478338,-104.4183565,"Fallon, Montana"
Falls,Texas,31.25350609,-96.93630086,"Falls, Texas"
Falls Church,Virginia,38.88485255,-77.17560759,"Falls Church, Virginia"
Fannin,Georgia,34.86430205,-84.316964,"Fannin, Georgia"
Fannin,Texas,33.59564294,-96.10751083,"Fannin, Texas"
Faribault,Minnesota,43.67381499,-93.94787458,"Faribault, Minnesota"
Faulk,South Dakota,45.07082625,-99.14535601,"Faulk, South Dakota"
Faulkner,Arkansas,35.14719007,-92.33717519,"Faulkner, Arkansas"
Fauquier,Virginia,38.73564842,-77.80647472,"Fauquier, Virginia"
Fayette,Alabama,33.72076938,-87.73886638,"Fayette, Alabama"
Fayette,Georgia,33.41357794,-84.49089434,"Fayette, Georgia"
Fayette,Illinois,39.00072038,-89.02452658,"Fayette, Illinois"
Fayette,Indiana,39.63684962,-85.17797541,"Fayette, Indiana"
Fayette,Iowa,42.86271799,-91.8441231,"Fayette, Iowa"
Fayette,Kentucky,38.0368225,-84.45576892,"Fayette, Kentucky"
Fayette,Ohio,39.56021306,-83.4562016,"Fayette, Ohio"
Fayette,Pennsylvania,39.92041012,-79.64291195,"Fayette, Pennsylvania"
Fayette,Tennessee,35.19615831,-89.41399032,"Fayette, Tennessee"
Fayette,Texas,29.87788372,-96.92076062,"Fayette, Texas"
Fayette,West Virginia,38.02974928,-81.08286634,"Fayette, West Virginia"
Fentress,Tennessee,36.38128818,-84.92870012,"Fentress, Tennessee"
Fergus,Montana,47.26331584,-109.2245206,"Fergus, Montana"
Ferry,Washington,48.4711431,-118.5154041,"Ferry, Washington"
Fillmore,Minnesota,43.67394126,-92.08980382,"Fillmore, Minnesota"
Fillmore,Nebraska,40.52458567,-97.59646937,"Fillmore, Nebraska"
Finney,Kansas,38.04340344,-100.7381938,"Finney, Kansas"
Fisher,Texas,32.74281316,-100.4019302,"Fisher, Texas"
Flagler,Florida,29.45933576,-81.31508595,"Flagler, Florida"
Flathead,Montana,48.29575866,-114.0520569,"Flathead, Montana"
Fleming,Kentucky,38.36758311,-83.69657514,"Fleming, Kentucky"
Florence,South Carolina,34.02361754,-79.70189312,"Florence, South Carolina"
Florence,Wisconsin,45.84963535,-88.39804137,"Florence, Wisconsin"
Floyd,Georgia,34.26268279,-85.21577392,"Floyd, Georgia"
Floyd,Indiana,38.32117957,-85.90385377,"Floyd, Indiana"
Floyd,Iowa,43.0600053,-92.78940097,"Floyd, Iowa"
Floyd,Kentucky,37.56213922,-82.74750924,"Floyd, Kentucky"
Floyd,Texas,34.07227468,-101.3031546,"Floyd, Texas"
Floyd,Virginia,36.9302126,-80.36738849,"Floyd, Virginia"
Fluvanna,Virginia,37.84157909,-78.27715475,"Fluvanna, Virginia"
Foard,Texas,33.97308618,-99.7767797,"Foard, Texas"
Fond du Lac,Wisconsin,43.75354908,-88.48885325,"Fond du Lac, Wisconsin"
Ford,Illinois,40.59706922,-88.22350769,"Ford, Illinois"
Ford,Kansas,37.69200114,-99.88825298,"Ford, Kansas"
Forest,Pennsylvania,41.51095103,-79.23229292,"Forest, Pennsylvania"
Forest,Wisconsin,45.66678019,-88.77084892,"Forest, Wisconsin"
Forrest,Mississippi,31.18961454,-89.25832496,"Forrest, Mississippi"
Forsyth,Georgia,34.22604035,-84.1231513,"Forsyth, Georgia"
Forsyth,North Carolina,36.12859861,-80.25459052,"Forsyth, North Carolina"
Fort Bend,Texas,29.52704478,-95.77219463,"Fort Bend, Texas"
Foster,North Dakota,47.4571084,-98.88279923,"Foster, North Dakota"
Fountain,Indiana,40.12361933,-87.24217689,"Fountain, Indiana"
Franklin,Alabama,34.44235334,-87.84289505,"Franklin, Alabama"
Franklin,Arkansas,35.51202821,-93.89299569,"Franklin, Arkansas"
Franklin,Florida,29.83791238,-84.82731662,"Franklin, Florida"
Franklin,Georgia,34.37525597,-83.23159927,"Franklin, Georgia"
Franklin,Idaho,42.18332217,-111.8149666,"Franklin, Idaho"
Franklin,Illinois,37.99189086,-88.92567818,"Franklin, Illinois"
Franklin,Indiana,39.4142482,-85.06062647,"Franklin, Indiana"
Franklin,Iowa,42.73270384,-93.26256925,"Franklin, Iowa"
Franklin,Kansas,38.56443815,-95.28644341,"Franklin, Kansas"
Franklin,Kentucky,38.2379395,-84.87962551,"Franklin, Kentucky"
Franklin,Louisiana,32.13675181,-91.67589857,"Franklin, Louisiana"
Franklin,Maine,44.97330019,-70.44381045,"Franklin, Maine"
Franklin,Massachusetts,42.58119713,-72.58602547,"Franklin, Massachusetts"
Franklin,Mississippi,31.47786634,-90.89672989,"Franklin, Mississippi"
Franklin,Missouri,38.41127108,-91.07522826,"Franklin, Missouri"
Franklin,Nebraska,40.17636348,-98.95299073,"Franklin, Nebraska"
Franklin,New York,44.59040891,-74.29926032,"Franklin, New York"
Franklin,North Carolina,36.081519,-78.28708884,"Franklin, North Carolina"
Franklin,Ohio,39.96995815,-83.01115755,"Franklin, Ohio"
Franklin,Pennsylvania,39.92956518,-77.72157791,"Franklin, Pennsylvania"
Franklin,Tennessee,35.15634626,-86.09201039,"Franklin, Tennessee"
Franklin,Texas,33.17653242,-95.21917243,"Franklin, Texas"
Franklin,Vermont,44.85627605,-72.91249563,"Franklin, Vermont"
Franklin,Virginia,36.99536167,-79.88023649,"Franklin, Virginia"
Franklin,Washington,46.53351425,-118.9018212,"Franklin, Washington"
Franklin City,Virginia,36.6831435,-76.93859681,"Franklin City, Virginia"
Frederick,Maryland,39.47296601,-77.39999394,"Frederick, Maryland"
Frederick,Virginia,39.20172582,-78.25974949,"Frederick, Virginia"
Fredericksburg,Virginia,38.2977863,-77.4922454,"Fredericksburg, Virginia"
Freeborn,Minnesota,43.67385583,-93.34884422,"Freeborn, Minnesota"
Freestone,Texas,31.70422788,-96.15072516,"Freestone, Texas"
Fremont,Colorado,38.47362326,-105.4399667,"Fremont, Colorado"
Fremont,Idaho,44.22800938,-111.4809943,"Fremont, Idaho"
Fremont,Iowa,40.7454272,-95.60129045,"Fremont, Iowa"
Fremont,Wyoming,43.04183996,-108.6296893,"Fremont, Wyoming"
Fresno,California,36.75733899,-119.6466953,"Fresno, California"
Frio,Texas,28.86751206,-99.10804207,"Frio, Texas"
Frontier,Nebraska,40.52993007,-100.3924658,"Frontier, Nebraska"
Fulton,Arkansas,36.38177105,-91.81729127,"Fulton, Arkansas"
Fulton,Georgia,33.79216944,-84.46319413,"Fulton, Georgia"
Fulton,Illinois,40.47289135,-90.20862357,"Fulton, Illinois"
Fulton,Indiana,41.0469907,-86.26252745,"Fulton, Indiana"
Fulton,Kentucky,36.55238827,-89.20140068,"Fulton, Kentucky"
Fulton,New York,43.11363907,-74.41798804,"Fulton, New York"
Fulton,Ohio,41.60213491,-84.12571393,"Fulton, Ohio"
Fulton,Pennsylvania,39.92913544,-78.11163677,"Fulton, Pennsylvania"
Furnas,Nebraska,40.17642064,-99.91247454,"Furnas, Nebraska"
Gadsden,Florida,30.57796289,-84.61915825,"Gadsden, Florida"
Gage,Nebraska,40.26186809,-96.68946704,"Gage, Nebraska"
Gaines,Texas,32.74055318,-102.6353295,"Gaines, Texas"
Galax,Virginia,36.66601852,-80.91703124,"Galax, Virginia"
Gallatin,Illinois,37.76430935,-88.22953869,"Gallatin, Illinois"
Gallatin,Kentucky,38.75398691,-84.8558382,"Gallatin, Kentucky"
Gallatin,Montana,45.54486106,-111.1692571,"Gallatin, Montana"
Gallia,Ohio,38.82708533,-82.31647569,"Gallia, Ohio"
Galveston,Texas,29.40167322,-94.90469073,"Galveston, Texas"
Garden,Nebraska,41.61703149,-102.3313973,"Garden, Nebraska"
Garfield,Colorado,39.59921777,-107.902708,"Garfield, Colorado"
Garfield,Montana,47.27545948,-107.0002351,"Garfield, Montana"
Garfield,Nebraska,41.91428955,-98.99111827,"Garfield, Nebraska"
Garfield,Oklahoma,36.3791334,-97.78265517,"Garfield, Oklahoma"
Garfield,Utah,37.85447192,-111.4418764,"Garfield, Utah"
Garfield,Washington,46.43197502,-117.5454032,"Garfield, Washington"
Garland,Arkansas,34.57692074,-93.14921604,"Garland, Arkansas"
Garrard,Kentucky,37.6388668,-84.53289319,"Garrard, Kentucky"
Garrett,Maryland,39.52786077,-79.27355126,"Garrett, Maryland"
Garvin,Oklahoma,34.70418038,-97.30811132,"Garvin, Oklahoma"
Garza,Texas,33.17969345,-101.2984114,"Garza, Texas"
Gasconade,Missouri,38.43947277,-91.50847147,"Gasconade, Missouri"
Gaston,North Carolina,35.29373559,-81.17477045,"Gaston, North Carolina"
Gates,North Carolina,36.44667547,-76.69749701,"Gates, North Carolina"
Geary,Kansas,38.99871131,-96.7577178,"Geary, Kansas"
Geauga,Ohio,41.49952319,-81.17935342,"Geauga, Ohio"
Gem,Idaho,44.06482372,-116.398376,"Gem, Idaho"
Genesee,Michigan,43.02244215,-83.70589709,"Genesee, Michigan"
Genesee,New York,43.0022601,-78.19135193,"Genesee, New York"
Geneva,Alabama,31.09389027,-85.83572839,"Geneva, Alabama"
Gentry,Missouri,40.21097916,-94.40944419,"Gentry, Missouri"
George,Mississippi,30.86259065,-88.64436789,"George, Mississippi"
Georgetown,South Carolina,33.43443342,-79.33202141,"Georgetown, South Carolina"
Gibson,Indiana,38.30393723,-87.58054938,"Gibson, Indiana"
Gibson,Tennessee,35.99438059,-88.93358327,"Gibson, Tennessee"
Gila,Arizona,33.80190085,-110.8132779,"Gila, Arizona"
Gilchrist,Florida,29.72856978,-82.79880657,"Gilchrist, Florida"
Giles,Tennessee,35.20222469,-87.03992678,"Giles, Tennessee"
Giles,Virginia,37.31234791,-80.70636931,"Giles, Virginia"
Gillespie,Texas,30.31824095,-98.94676915,"Gillespie, Texas"
Gilliam,Oregon,45.37160076,-120.2048869,"Gilliam, Oregon"
Gilmer,Georgia,34.69316688,-84.45802506,"Gilmer, Georgia"
Gilmer,West Virginia,38.9251277,-80.85952723,"Gilmer, West Virginia"
Gilpin,Colorado,39.85646523,-105.5252597,"Gilpin, Colorado"
Glacier,Montana,48.70513576,-112.9934235,"Glacier, Montana"
Glades,Florida,26.95635849,-81.18996211,"Glades, Florida"
Gladwin,Michigan,43.98901072,-84.38774817,"Gladwin, Michigan"
Glascock,Georgia,33.22879932,-82.61297636,"Glascock, Georgia"
Glasscock,Texas,31.86942909,-101.5207776,"Glasscock, Texas"
Glenn,California,39.59875897,-122.3938452,"Glenn, California"
Gloucester,New Jersey,39.71581067,-75.13995546,"Gloucester, New Jersey"
Gloucester,Virginia,37.40809042,-76.53524337,"Gloucester, Virginia"
Glynn,Georgia,31.23279254,-81.53811412,"Glynn, Georgia"
Gogebic,Michigan,46.40862701,-89.69377193,"Gogebic, Michigan"
Golden Valley,Montana,46.3816474,-109.1768522,"Golden Valley, Montana"
Golden Valley,North Dakota,46.94022281,-103.8465421,"Golden Valley, North Dakota"
Goliad,Texas,28.65696592,-97.42760647,"Goliad, Texas"
Gonzales,Texas,29.45634206,-97.49424032,"Gonzales, Texas"
Goochland,Virginia,37.71714806,-77.90381514,"Goochland, Virginia"
Goodhue,Minnesota,44.40849741,-92.7234195,"Goodhue, Minnesota"
Gooding,Idaho,42.96927962,-114.8108306,"Gooding, Idaho"
Gordon,Georgia,34.50487351,-84.87296253,"Gordon, Georgia"
Goshen,Wyoming,42.08798185,-104.3534743,"Goshen, Wyoming"
Gosper,Nebraska,40.51481965,-99.83020279,"Gosper, Nebraska"
Gove,Kansas,38.91588178,-100.4829321,"Gove, Kansas"
Grady,Georgia,30.87454847,-84.23418364,"Grady, Georgia"
Grady,Oklahoma,35.0167709,-97.88339847,"Grady, Oklahoma"
Grafton,New Hampshire,43.93779815,-71.82057197,"Grafton, New Hampshire"
Graham,Arizona,32.93166885,-109.8882178,"Graham, Arizona"
Graham,Kansas,39.34987223,-99.88332493,"Graham, Kansas"
Graham,North Carolina,35.3506925,-83.83369267,"Graham, North Carolina"
Grainger,Tennessee,36.27469206,-83.51254721,"Grainger, Tennessee"
Grand,Colorado,40.10603347,-106.1178042,"Grand, Colorado"
Grand,Utah,38.98103848,-109.5704487,"Grand, Utah"
Grand Forks,North Dakota,47.92093639,-97.45450447,"Grand Forks, North Dakota"
Grand Isle,Vermont,44.7975824,-73.29679772,"Grand Isle, Vermont"
Grand Traverse,Michigan,44.69565625,-85.55585247,"Grand Traverse, Michigan"
Granite,Montana,46.4060522,-113.4414186,"Granite, Montana"
Grant,Arkansas,34.29017991,-92.42320562,"Grant, Arkansas"
Grant,Indiana,40.51587228,-85.65468702,"Grant, Indiana"
Grant,Kansas,37.56227336,-101.3079758,"Grant, Kansas"
Grant,Kentucky,38.64962758,-84.62415957,"Grant, Kentucky"
Grant,Louisiana,31.59882456,-92.56124347,"Grant, Louisiana"
Grant,Minnesota,45.93424769,-96.01139609,"Grant, Minnesota"
Grant,Nebraska,41.91528587,-101.740701,"Grant, Nebraska"
Grant,New Mexico,32.73911281,-108.3827845,"Grant, New Mexico"
Grant,North Dakota,46.35821257,-101.6390013,"Grant, North Dakota"
Grant,Oklahoma,36.796297,-97.78638765,"Grant, Oklahoma"
Grant,Oregon,44.49024544,-119.0068631,"Grant, Oregon"
Grant,South Dakota,45.1723937,-96.77002276,"Grant, South Dakota"
Grant,Washington,47.20753737,-119.4500749,"Grant, Washington"
Grant,West Virginia,39.10314817,-79.19440518,"Grant, West Virginia"
Grant,Wisconsin,42.8671731,-90.7063218,"Grant, Wisconsin"
Granville,North Carolina,36.30337451,-78.65184241,"Granville, North Carolina"
Gratiot,Michigan,43.29265605,-84.60505416,"Gratiot, Michigan"
Graves,Kentucky,36.72292505,-88.65143315,"Graves, Kentucky"
Gray,Kansas,37.73836671,-100.4369088,"Gray, Kansas"
Gray,Texas,35.40081878,-100.8129222,"Gray, Texas"
Grays Harbor,Washington,47.14003705,-123.7820567,"Grays Harbor, Washington"
Grayson,Kentucky,37.46231118,-86.34248968,"Grayson, Kentucky"
Grayson,Texas,33.62744998,-96.67753461,"Grayson, Texas"
Grayson,Virginia,36.65677234,-81.23215889,"Grayson, Virginia"
Greeley,Kansas,38.4808095,-101.8061079,"Greeley, Kansas"
Greeley,Nebraska,41.56742671,-98.52150266,"Greeley, Nebraska"
Green,Kentucky,37.26484328,-85.5540745,"Green, Kentucky"
Green,Wisconsin,42.6794956,-89.60243287,"Green, Wisconsin"
Green Lake,Wisconsin,43.80025981,-89.04679553,"Green Lake, Wisconsin"
Greenbrier,West Virginia,37.9463652,-80.45335881,"Greenbrier, West Virginia"
Greene,Alabama,32.85504247,-87.95684022,"Greene, Alabama"
Greene,Arkansas,36.1173546,-90.55832668,"Greene, Arkansas"
Greene,Georgia,33.5769205,-83.17139104,"Greene, Georgia"
Greene,Illinois,39.35907414,-90.388865,"Greene, Illinois"
Greene,Indiana,39.03630547,-86.96223202,"Greene, Indiana"
Greene,Iowa,42.03614551,-94.39658081,"Greene, Iowa"
Greene,Mississippi,31.21444233,-88.63922281,"Greene, Mississippi"
Greene,Missouri,37.2575872,-93.34230916,"Greene, Missouri"
Greene,New York,42.275797,-74.12384884,"Greene, New York"
Greene,North Carolina,35.48544173,-77.67578087,"Greene, North Carolina"
Greene,Ohio,39.69116283,-83.89032084,"Greene, Ohio"
Greene,Pennsylvania,39.85746531,-80.22357106,"Greene, Pennsylvania"
Greene,Tennessee,36.17470125,-82.84691273,"Greene, Tennessee"
Greene,Virginia,38.29545894,-78.46525378,"Greene, Virginia"
Greenlee,Arizona,33.21498827,-109.2405279,"Greenlee, Arizona"
Greensville,Virginia,36.67878901,-77.56351439,"Greensville, Virginia"
Greenup,Kentucky,38.54332505,-82.9215658,"Greenup, Kentucky"
Greenville,South Carolina,34.89502264,-82.37295012,"Greenville, South Carolina"
Greenwood,Kansas,37.8774388,-96.23250453,"Greenwood, Kansas"
Greenwood,South Carolina,34.15272415,-82.12715789,"Greenwood, South Carolina"
Greer,Oklahoma,34.93535801,-99.5605612,"Greer, Oklahoma"
Gregg,Texas,32.47940482,-94.81591935,"Gregg, Texas"
Gregory,South Dakota,43.19419064,-99.18883902,"Gregory, South Dakota"
Grenada,Mississippi,33.77036166,-89.80245083,"Grenada, Mississippi"
Griggs,North Dakota,47.45785838,-98.23850925,"Griggs, North Dakota"
Grimes,Texas,30.54579585,-95.98902499,"Grimes, Texas"
Grundy,Illinois,41.28569601,-88.41905692,"Grundy, Illinois"
Grundy,Iowa,42.40183723,-92.78829551,"Grundy, Iowa"
Grundy,Missouri,40.11406587,-93.56509276,"Grundy, Missouri"
Grundy,Tennessee,35.38433717,-85.72142731,"Grundy, Tennessee"
Guadalupe,New Mexico,34.86319296,-104.790669,"Guadalupe, New Mexico"
Guadalupe,Texas,29.58165339,-97.94786822,"Guadalupe, Texas"
Guernsey,Ohio,40.05026529,-81.49248905,"Guernsey, Ohio"
Guilford,North Carolina,36.07959451,-79.78824948,"Guilford, North Carolina"
Gulf,Florida,29.93543004,-85.2427099,"Gulf, Florida"
Gunnison,Colorado,38.66611652,-107.0320729,"Gunnison, Colorado"
Guthrie,Iowa,41.68378965,-94.50111014,"Guthrie, Iowa"
Gwinnett,Georgia,33.96044201,-84.02137802,"Gwinnett, Georgia"
Haakon,South Dakota,44.29299053,-101.539099,"Haakon, South Dakota"
Habersham,Georgia,34.63331566,-83.53094677,"Habersham, Georgia"
Haines,Alaska,59.09893571,-135.4679843,"Haines, Alaska"
Hale,Alabama,32.76039258,-87.63284988,"Hale, Alabama"
Hale,Texas,34.07044901,-101.8268114,"Hale, Texas"
Halifax,North Carolina,36.25669272,-77.6556109,"Halifax, North Carolina"
Halifax,Virginia,36.76654925,-78.93512622,"Halifax, Virginia"
Hall,Georgia,34.32207823,-83.81896936,"Hall, Georgia"
Hall,Nebraska,40.87257079,-98.50218293,"Hall, Nebraska"
Hall,Texas,34.5307555,-100.6813852,"Hall, Texas"
Hamblen,Tennessee,36.21990035,-83.26586179,"Hamblen, Tennessee"
Hamilton,Florida,30.49673973,-82.94998918,"Hamilton, Florida"
Hamilton,Illinois,38.08163641,-88.53883373,"Hamilton, Illinois"
Hamilton,Indiana,40.07306535,-86.05244729,"Hamilton, Indiana"
Hamilton,Iowa,42.38382428,-93.70197703,"Hamilton, Iowa"
Hamilton,Kansas,37.99978709,-101.7921066,"Hamilton, Kansas"
Hamilton,Nebraska,40.87349452,-98.02099117,"Hamilton, Nebraska"
Hamilton,New York,43.66146647,-74.49721957,"Hamilton, New York"
Hamilton,Ohio,39.19673558,-84.54502924,"Hamilton, Ohio"
Hamilton,Tennessee,35.17670231,-85.16652245,"Hamilton, Tennessee"
