Beds,State,County,Location
17,Nebraska,Jefferson,"Jefferson, Nebraska"
83,Pennsylvania,Tioga,"Tioga, Pennsylvania"
127,Pennsylvania,Union,"Union, Pennsylvania"
173,Pennsylvania,Northumberland,"Northumberland, Pennsylvania"
302,Pennsylvania,Lycoming,"Lycoming, Pennsylvania"
249,Arizona,Pinal,"Pinal, Arizona"
25,Indiana,Pulaski,"Pulaski, Indiana"
19,Massachusetts,Nantucket,"Nantucket, Massachusetts"
63,Georgia,Berrien,"Berrien, Georgia"
25,Indiana,Washington,"Washington, Indiana"
25,Ohio,Pike,"Pike, Ohio"
25,Georgia,Rabun,"Rabun, Georgia"
25,Georgia,Early,"Early, Georgia"
165,Massachusetts,Hampshire,"Hampshire, Massachusetts"
17,Indiana,Jennings,"Jennings, Indiana"
38,South Dakota,Union,"Union, South Dakota"
123,Ohio,Williams,"Williams, Ohio"
34,Minnesota,Pope,"Pope, Minnesota"
50,Maine,Somerset,"Somerset, Maine"
13,Idaho,Teton,"Teton, Idaho"
391,New York,Chemung,"Chemung, New York"
18,Idaho,Gooding,"Gooding, Idaho"
16,Idaho,Gem,"Gem, Idaho"
20,Idaho,Franklin,"Franklin, Idaho"
223,Virginia,Martinsville,"Martinsville, Virginia"
145,Virginia,York,"York, Virginia"
67,Virginia,Essex,"Essex, Virginia"
123,Virginia,Nottoway,"Nottoway, Virginia"
51,Tennessee,Hardeman,"Hardeman, Tennessee"
25,South Carolina,Williamsburg,"Williamsburg, South Carolina"
125,South Carolina,Cherokee,"Cherokee, South Carolina"
25,South Carolina,Abbeville,"Abbeville, South Carolina"
53,South Carolina,Barnwell,"Barnwell, South Carolina"
104,South Carolina,Dorchester,"Dorchester, South Carolina"
59,South Carolina,Chesterfield,"Chesterfield, South Carolina"
25,Texas,Camp,"Camp, Texas"
46,West Virginia,Jackson,"Jackson, West Virginia"
55,Kentucky,Breathitt,"Breathitt, Kentucky"
25,Kentucky,Breckinridge,"Breckinridge, Kentucky"
75,Kentucky,Logan,"Logan, Kentucky"
284,Kentucky,Campbell,"Campbell, Kentucky"
708,Kentucky,Mccracken,"Mccracken, Kentucky"
55,Illinois,Wayne,"Wayne, Illinois"
269,Illinois,La Salle,"La Salle, Illinois"
25,Colorado,Chaffee,"Chaffee, Colorado"
39,California,Sierra,"Sierra, California"
94,Colorado,La Plata,"La Plata, Colorado"
19,Colorado,Kit Carson,"Kit Carson, Colorado"
40,Colorado,Phillips,"Phillips, Colorado"
25,Colorado,Pitkin,"Pitkin, Colorado"
50,Colorado,Lincoln,"Lincoln, Colorado"
64,Colorado,Sedgwick,"Sedgwick, Colorado"
191,Georgia,Tift,"Tift, Georgia"
80,Georgia,Bartow,"Bartow, Georgia"
49,North Carolina,Martin,"Martin, North Carolina"
28,Colorado,Yuma,"Yuma, Colorado"
877,North Carolina,Buncombe,"Buncombe, North Carolina"
208,Louisiana,Natchitoches,"Natchitoches, Louisiana"
25,Louisiana,Jackson,"Jackson, Louisiana"
25,Louisiana,Pointe Coupee,"Pointe Coupee, Louisiana"
80,Louisiana,Beauregard,"Beauregard, Louisiana"
181,California,San Benito,"San Benito, California"
34,California,Mariposa,"Mariposa, California"
130,North Carolina,Wilkes,"Wilkes, North Carolina"
49,Georgia,Lumpkin,"Lumpkin, Georgia"
25,Georgia,Randolph,"Randolph, Georgia"
53,Georgia,Habersham,"Habersham, Georgia"
69,Colorado,Montrose,"Montrose, Colorado"
25,Colorado,Montezuma,"Montezuma, Colorado"
119,Colorado,Garfield,"Garfield, Colorado"
432,California,Santa Cruz,"Santa Cruz, California"
25,Colorado,Logan,"Logan, Colorado"
58,Colorado,Eagle,"Eagle, Colorado"
98,Colorado,Routt,"Routt, Colorado"
11,Colorado,Archuleta,"Archuleta, Colorado"
44,Colorado,Alamosa,"Alamosa, Colorado"
25,Georgia,Haralson,"Haralson, Georgia"
25,Wisconsin,Adams,"Adams, Wisconsin"
49,Wisconsin,Clark,"Clark, Wisconsin"
25,Wisconsin,Douglas,"Douglas, Wisconsin"
40,Wisconsin,Juneau,"Juneau, Wisconsin"
236,Wisconsin,Manitowoc,"Manitowoc, Wisconsin"
50,Wisconsin,Shawano,"Shawano, Wisconsin"
25,Wisconsin,Vilas,"Vilas, Wisconsin"
18,Iowa,Chickasaw,"Chickasaw, Iowa"
25,Iowa,Clarke,"Clarke, Iowa"
49,Iowa,Poweshiek,"Poweshiek, Iowa"
213,Iowa,Des Moines,"Des Moines, Iowa"
42,Iowa,Boone,"Boone, Iowa"
24,Kansas,Rawlins,"Rawlins, Kansas"
63,Kansas,Republic,"Republic, Kansas"
99,Kansas,Ford,"Ford, Kansas"
120,Kansas,Morton,"Morton, Kansas"
25,Kansas,Sherman,"Sherman, Kansas"
53,Kansas,Sheridan,"Sheridan, Kansas"
128,Kansas,Montgomery,"Montgomery, Kansas"
38,Kansas,Hodgeman,"Hodgeman, Kansas"
152,Kansas,Douglas,"Douglas, Kansas"
25,Kansas,Marshall,"Marshall, Kansas"
20,Kansas,Meade,"Meade, Kansas"
872,Massachusetts,Plymouth,"Plymouth, Massachusetts"
118,Arkansas,St. Francis,"St. Francis, Arkansas"
49,Arkansas,Drew,"Drew, Arkansas"
25,Arkansas,Arkansas,"Arkansas, Arkansas"
166,Arkansas,Union,"Union, Arkansas"
172,Arkansas,Faulkner,"Faulkner, Arkansas"
25,Arkansas,Lawrence,"Lawrence, Arkansas"
70,Arkansas,Columbia,"Columbia, Arkansas"
25,Arkansas,Izard,"Izard, Arkansas"
25,Colorado,Fremont,"Fremont, Colorado"
63,Kentucky,Clay,"Clay, Kentucky"
25,Kentucky,Allen,"Allen, Kentucky"
25,Kentucky,Cumberland,"Cumberland, Kentucky"
25,Kentucky,Hart,"Hart, Kentucky"
25,Kentucky,Mercer,"Mercer, Kentucky"
109,Maine,Knox,"Knox, Maine"
45,Michigan,Eaton,"Eaton, Michigan"
8,Michigan,Kalkaska,"Kalkaska, Michigan"
37,Michigan,Schoolcraft,"Schoolcraft, Michigan"
47,Michigan,Ionia,"Ionia, Michigan"
217,Michigan,Monroe,"Monroe, Michigan"
67,Michigan,Gratiot,"Gratiot, Michigan"
398,Michigan,St. Clair,"St. Clair, Michigan"
49,Michigan,Wexford,"Wexford, Michigan"
25,Michigan,Gogebic,"Gogebic, Michigan"
25,Michigan,Charlevoix,"Charlevoix, Michigan"
124,Michigan,Alpena,"Alpena, Michigan"
389,Michigan,Jackson,"Jackson, Michigan"
28,Michigan,Presque Isle,"Presque Isle, Michigan"
46,Minnesota,Swift,"Swift, Minnesota"
15,Minnesota,Lake Of The Woods,"Lake Of The Woods, Minnesota"
852,Missouri,St. Charles,"St. Charles, Missouri"
35,Missouri,Crawford,"Crawford, Missouri"
75,Missouri,Saline,"Saline, Missouri"
251,Missouri,Jefferson,"Jefferson, Missouri"
116,Missouri,Dunklin,"Dunklin, Missouri"
25,Missouri,Lincoln,"Lincoln, Missouri"
86,Missouri,Polk,"Polk, Missouri"
25,Missouri,Carroll,"Carroll, Missouri"
145,Missouri,Pettis,"Pettis, Missouri"
19,Missouri,Harrison,"Harrison, Missouri"
75,Missouri,Johnson,"Johnson, Missouri"
43,Missouri,Barry,"Barry, Missouri"
112,Mississippi,Panola,"Panola, Mississippi"
25,Mississippi,Walthall,"Walthall, Mississippi"
93,Mississippi,Winston,"Winston, Mississippi"
60,Mississippi,Clay,"Clay, Mississippi"
130,Mississippi,Monroe,"Monroe, Mississippi"
134,Mississippi,Madison,"Madison, Mississippi"
26,Mississippi,Yalobusha,"Yalobusha, Mississippi"
197,Mississippi,Pike,"Pike, Mississippi"
25,Montana,Valley,"Valley, Montana"
372,North Carolina,Moore,"Moore, North Carolina"
25,North Dakota,Foster,"Foster, North Dakota"
14,Nebraska,Franklin,"Franklin, Nebraska"
25,Nebraska,Boone,"Boone, Nebraska"
21,Nebraska,Thurston,"Thurston, Nebraska"
43,Puerto Rico,Cabo Rojo,"Cabo Rojo, Puerto Rico"
2828,New Jersey,Camden,"Camden, New Jersey"
759,New Jersey,Somerset,"Somerset, New Jersey"
609,New Jersey,Gloucester,"Gloucester, New Jersey"
4447,New Jersey,Essex,"Essex, New Jersey"
511,New Jersey,Cumberland,"Cumberland, New Jersey"
1521,New Jersey,Union,"Union, New Jersey"
222,New Jersey,Salem,"Salem, New Jersey"
175,New Mexico,San Miguel,"San Miguel, New Mexico"
51,California,Trinity,"Trinity, California"
49,North Carolina,Washington,"Washington, North Carolina"
25,Georgia,Towns,"Towns, Georgia"
42,Georgia,Murray,"Murray, Georgia"
157,Georgia,Fayette,"Fayette, Georgia"
25,Iowa,Harrison,"Harrison, Iowa"
12,Kansas,Comanche,"Comanche, Kansas"
144,Michigan,St. Joseph,"St. Joseph, Michigan"
49,Michigan,Barry,"Barry, Michigan"
61,Michigan,Houghton,"Houghton, Michigan"
96,Michigan,Dickinson,"Dickinson, Michigan"
25,Michigan,Ontonagon,"Ontonagon, Michigan"
46,Michigan,Otsego,"Otsego, Michigan"
30,Minnesota,Chippewa,"Chippewa, Minnesota"
82,Minnesota,Mower,"Mower, Minnesota"
463,Missouri,Newton,"Newton, Missouri"
58,Missouri,Clinton,"Clinton, Missouri"
18,Missouri,Atchison,"Atchison, Missouri"
60,Missouri,Bates,"Bates, Missouri"
25,Missouri,Barton,"Barton, Missouri"
106,Missouri,Cass,"Cass, Missouri"
47,Missouri,Ste. Genevieve,"Ste. Genevieve, Missouri"
231,Missouri,St. Francois,"St. Francois, Missouri"
21,Missouri,Ripley,"Ripley, Missouri"
25,Missouri,Grundy,"Grundy, Missouri"
148,Missouri,Franklin,"Franklin, Missouri"
24,Missouri,Gasconade,"Gasconade, Missouri"
15,Missouri,Iron,"Iron, Missouri"
55,Missouri,Dent,"Dent, Missouri"
25,Missouri,Washington,"Washington, Missouri"
25,Missouri,Sullivan,"Sullivan, Missouri"
66,Missouri,Texas,"Texas, Missouri"
15,Missouri,Putnam,"Putnam, Missouri"
242,Missouri,Phelps,"Phelps, Missouri"
601,Missouri,Cape Girardeau,"Cape Girardeau, Missouri"
25,Missouri,Perry,"Perry, Missouri"
32,Missouri,Lafayette,"Lafayette, Missouri"
34,Missouri,Ray,"Ray, Missouri"
41,Missouri,Cedar,"Cedar, Missouri"
50,Missouri,Livingston,"Livingston, Missouri"
130,Missouri,Camden,"Camden, Missouri"
142,Missouri,Butler,"Butler, Missouri"
261,Mississippi,Lamar,"Lamar, Mississippi"
82,Montana,Chouteau,"Chouteau, Montana"
118,Montana,Richland,"Richland, Montana"
268,North Carolina,Rowan,"Rowan, North Carolina"
58,North Carolina,Bladen,"Bladen, North Carolina"
182,North Carolina,Pasquotank,"Pasquotank, North Carolina"
431,North Carolina,Cleveland,"Cleveland, North Carolina"
101,North Carolina,Duplin,"Duplin, North Carolina"
199,North Carolina,Johnston,"Johnston, North Carolina"
65,North Carolina,Mcdowell,"Mcdowell, North Carolina"
325,North Carolina,Henderson,"Henderson, North Carolina"
190,North Carolina,Haywood,"Haywood, North Carolina"
1833,North Carolina,Guilford,"Guilford, North Carolina"
114,North Carolina,Hertford,"Hertford, North Carolina"
217,North Carolina,Watauga,"Watauga, North Carolina"
162,North Carolina,Anson,"Anson, North Carolina"
110,North Carolina,Person,"Person, North Carolina"
25,North Carolina,Chatham,"Chatham, North Carolina"
191,North Carolina,Cherokee,"Cherokee, North Carolina"
452,North Carolina,Robeson,"Robeson, North Carolina"
50,North Carolina,Avery,"Avery, North Carolina"
160,North Carolina,Brunswick,"Brunswick, North Carolina"
497,North Carolina,Cabarrus,"Cabarrus, North Carolina"
49,North Carolina,Hoke,"Hoke, North Carolina"
11,North Dakota,Mountrail,"Mountrail, North Dakota"
20,North Dakota,Dickey,"Dickey, North Dakota"
165,North Dakota,Stutsman,"Stutsman, North Dakota"
20,North Dakota,Towner,"Towner, North Dakota"
41,North Dakota,Traill,"Traill, North Dakota"
25,North Dakota,Rolette,"Rolette, North Dakota"
50,North Dakota,Williams,"Williams, North Dakota"
1262,North Dakota,Cass,"Cass, North Dakota"
25,Nebraska,Box Butte,"Box Butte, Nebraska"
23,Nebraska,Knox,"Knox, Nebraska"
30,Alabama,Wilcox,"Wilcox, Alabama"
25,Alabama,Washington,"Washington, Alabama"
99,Alabama,Marengo,"Marengo, Alabama"
131,Alabama,Coffee,"Coffee, Alabama"
58,Alabama,Conecuh,"Conecuh, Alabama"
61,Alabama,Fayette,"Fayette, Alabama"
245,Ohio,Athens,"Athens, Ohio"
1178,Alabama,Madison,"Madison, Alabama"
879,Ohio,Butler,"Butler, Ohio"
267,Alabama,Walker,"Walker, Alabama"
25,Iowa,Union,"Union, Iowa"
98,Alabama,Lawrence,"Lawrence, Alabama"
56,Ohio,Coshocton,"Coshocton, Ohio"
210,Alabama,Covington,"Covington, Alabama"
89,Alabama,Dale,"Dale, Alabama"
40,Alabama,St. Clair,"St. Clair, Alabama"
75,Ohio,Crawford,"Crawford, Ohio"
125,Alabama,Franklin,"Franklin, Alabama"
363,Alabama,Colbert,"Colbert, Alabama"
285,Alabama,Talladega,"Talladega, Alabama"
61,Alabama,Bullock,"Bullock, Alabama"
34,Alabama,Randolph,"Randolph, Alabama"
138,Alabama,Elmore,"Elmore, Alabama"
104,Ohio,Darke,"Darke, Ohio"
212,Ohio,Delaware,"Delaware, Ohio"
115,Wyoming,Sweetwater,"Sweetwater, Wyoming"
1456,New Jersey,Passaic,"Passaic, New Jersey"
1878,New Jersey,Hudson,"Hudson, New Jersey"
146,New Jersey,Sussex,"Sussex, New Jersey"
255,Ohio,Guernsey,"Guernsey, Ohio"
29,New Mexico,Taos,"Taos, New Mexico"
25,New Mexico,Quay,"Quay, New Mexico"
25,New Mexico,Colfax,"Colfax, New Mexico"
41,Utah,Garfield,"Garfield, Utah"
25,Indiana,Lagrange,"Lagrange, Indiana"
22,Ohio,Morrow,"Morrow, Ohio"
261,Ohio,Ross,"Ross, Ohio"
87,Florida,Jackson,"Jackson, Florida"
25,Indiana,Ripley,"Ripley, Indiana"
80,Indiana,Daviess,"Daviess, Indiana"
31,Indiana,Noble,"Noble, Indiana"
321,Ohio,Seneca,"Seneca, Ohio"
19,Utah,Grand,"Grand, Utah"
207,Indiana,Morgan,"Morgan, Indiana"
25,Indiana,Tipton,"Tipton, Indiana"
113,Indiana,Grant,"Grant, Indiana"
36,Indiana,Huntington,"Huntington, Indiana"
99,Indiana,Fayette,"Fayette, Indiana"
25,Indiana,White,"White, Indiana"
234,Connecticut,Windham,"Windham, Connecticut"
308,Arizona,Coconino,"Coconino, Arizona"
108,Florida,Walton,"Walton, Florida"
25,Massachusetts,Dukes,"Dukes, Massachusetts"
25,Indiana,Wabash,"Wabash, Indiana"
43,Minnesota,Steele,"Steele, Minnesota"
145,Idaho,Nez Perce,"Nez Perce, Idaho"
25,Kentucky,Union,"Union, Kentucky"
25,Texas,Crane,"Crane, Texas"
25,Texas,Crosby,"Crosby, Texas"
70,Kentucky,Shelby,"Shelby, Kentucky"
25,Kentucky,Simpson,"Simpson, Kentucky"
25,Texas,Clay,"Clay, Texas"
19,Texas,Winkler,"Winkler, Texas"
25,Texas,Floyd,"Floyd, Texas"
308,Maryland,Frederick,"Frederick, Maryland"
90,West Virginia,Randolph,"Randolph, West Virginia"
292,West Virginia,Harrison,"Harrison, West Virginia"
90,Illinois,Richland,"Richland, Illinois"
10,Oklahoma,Mcintosh,"Mcintosh, Oklahoma"
25,Oklahoma,Kingfisher,"Kingfisher, Oklahoma"
25,Vermont,Lamoille,"Lamoille, Vermont"
184,Illinois,Jackson,"Jackson, Illinois"
25,Illinois,Wabash,"Wabash, Illinois"
25,Kansas,Phillips,"Phillips, Kansas"
85,Kansas,Pratt,"Pratt, Kansas"
20,Kansas,Rooks,"Rooks, Kansas"
53,Kansas,Smith,"Smith, Kansas"
16,Kansas,Cheyenne,"Cheyenne, Kansas"
117,Texas,Henderson,"Henderson, Texas"
32,Texas,Austin,"Austin, Texas"
194,Texas,Brown,"Brown, Texas"
49,Texas,Panola,"Panola, Texas"
39,Texas,Childress,"Childress, Texas"
986,Florida,St. Lucie,"St. Lucie, Florida"
25,Texas,Moore,"Moore, Texas"
101,Texas,Maverick,"Maverick, Texas"
165,Texas,Hill,"Hill, Texas"
123,Texas,Walker,"Walker, Texas"
100,Texas,Kleberg,"Kleberg, Texas"
65,Texas,Fayette,"Fayette, Texas"
265,Iowa,Clinton,"Clinton, Iowa"
25,Iowa,Lyon,"Lyon, Iowa"
36,Texas,Falls,"Falls, Texas"
149,Texas,Harrison,"Harrison, Texas"
74,Texas,Palo Pinto,"Palo Pinto, Texas"
49,Texas,Franklin,"Franklin, Texas"
94,Texas,Orange,"Orange, Texas"
25,Texas,Ochiltree,"Ochiltree, Texas"
18,Texas,San Augustine,"San Augustine, Texas"
125,Texas,Guadalupe,"Guadalupe, Texas"
49,Texas,Baylor,"Baylor, Texas"
8,Texas,Bastrop,"Bastrop, Texas"
98,Texas,Erath,"Erath, Texas"
159,Texas,Jim Wells,"Jim Wells, Texas"
169,New York,Sullivan,"Sullivan, New York"
25,Ohio,Fayette,"Fayette, Ohio"
25,Texas,Coleman,"Coleman, Texas"
49,Texas,Dewitt,"Dewitt, Texas"
116,Nebraska,Lincoln,"Lincoln, Nebraska"
11,Idaho,Oneida,"Oneida, Idaho"
45,South Dakota,Shannon,"Shannon, South Dakota"
35,South Dakota,Todd,"Todd, South Dakota"
25,Texas,Madison,"Madison, Texas"
50,Kansas,Scott,"Scott, Kansas"
25,Texas,Gaines,"Gaines, Texas"
96,Texas,Hopkins,"Hopkins, Texas"
69,Texas,Bee,"Bee, Texas"
185,Alabama,Cullman,"Cullman, Alabama"
358,Alabama,Lauderdale,"Lauderdale, Alabama"
240,Alabama,Marshall,"Marshall, Alabama"
134,Alabama,Dekalb,"Dekalb, Alabama"
83,Iowa,Cherokee,"Cherokee, Iowa"
50,Iowa,O'brien,"O'brien, Iowa"
50,Iowa,Clayton,"Clayton, Iowa"
25,Iowa,Iowa,"Iowa, Iowa"
586,Iowa,Cerro Gordo,"Cerro Gordo, Iowa"
152,Iowa,Henry,"Henry, Iowa"
21,Idaho,Bear Lake,"Bear Lake, Idaho"
47,Illinois,Union,"Union, Illinois"
38,California,Lassen,"Lassen, California"
34,Colorado,Summit,"Summit, Colorado"
17,Georgia,Jasper,"Jasper, Georgia"
21,Louisiana,West Carroll,"West Carroll, Louisiana"
25,Louisiana,St. Martin,"St. Martin, Louisiana"
25,Wisconsin,Calumet,"Calumet, Wisconsin"
25,Wisconsin,Iowa,"Iowa, Wisconsin"
82,Wisconsin,Jefferson,"Jefferson, Wisconsin"
25,Wisconsin,Jackson,"Jackson, Wisconsin"
25,Wisconsin,Pepin,"Pepin, Wisconsin"
94,Wisconsin,Portage,"Portage, Wisconsin"
25,Wisconsin,Richland,"Richland, Wisconsin"
25,Wisconsin,Waushara,"Waushara, Wisconsin"
70,Ohio,Highland,"Highland, Ohio"
69,Ohio,Holmes,"Holmes, Ohio"
115,Ohio,Logan,"Logan, Ohio"
48,Utah,Iron,"Iron, Utah"
25,Utah,Juab,"Juab, Utah"
25,New Mexico,Sierra,"Sierra, New Mexico"
211,New Mexico,Lea,"Lea, New Mexico"
68,Indiana,Hancock,"Hancock, Indiana"
10,New Mexico,Guadalupe,"Guadalupe, New Mexico"
71,New Mexico,Grant,"Grant, New Mexico"
851,Iowa,Mills,"Mills, Iowa"
25,Indiana,Perry,"Perry, Indiana"
20,Florida,Holmes,"Holmes, Florida"
43,Utah,Sanpete,"Sanpete, Utah"
25,Indiana,Steuben,"Steuben, Indiana"
377,Indiana,Laporte,"Laporte, Indiana"
25,Indiana,Greene,"Greene, Indiana"
25,Indiana,Gibson,"Gibson, Indiana"
12,South Dakota,Turner,"Turner, South Dakota"
25,South Dakota,Tripp,"Tripp, South Dakota"
11,South Dakota,Custer,"Custer, South Dakota"
18,South Dakota,Moody,"Moody, South Dakota"
25,South Dakota,Grant,"Grant, South Dakota"
287,Indiana,Hendricks,"Hendricks, Indiana"
59,Florida,Washington,"Washington, Florida"
25,Florida,Madison,"Madison, Florida"
50,South Dakota,Fall River,"Fall River, South Dakota"
14,Nebraska,Hamilton,"Hamilton, Nebraska"
19,Nebraska,Harlan,"Harlan, Nebraska"
202,Pennsylvania,Wayne,"Wayne, Pennsylvania"
38,Nebraska,York,"York, Nebraska"
25,Nebraska,Cherry,"Cherry, Nebraska"
155,Pennsylvania,Armstrong,"Armstrong, Pennsylvania"
289,Pennsylvania,Crawford,"Crawford, Pennsylvania"
173,Pennsylvania,Columbia,"Columbia, Pennsylvania"
40,Nevada,Churchill,"Churchill, Nevada"
23,Nevada,Douglas,"Douglas, Nevada"
52,Nevada,Humboldt,"Humboldt, Nevada"
69,Nevada,Nye,"Nye, Nevada"
38,Nevada,Pershing,"Pershing, Nevada"
164,Pennsylvania,Indiana,"Indiana, Pennsylvania"
25,Indiana,Rush,"Rush, Indiana"
25,Indiana,Clinton,"Clinton, Indiana"
25,Indiana,Vermillion,"Vermillion, Indiana"
25,Georgia,Brooks,"Brooks, Georgia"
16,Indiana,Warren,"Warren, Indiana"
25,Ohio,Paulding,"Paulding, Ohio"
25,Indiana,Sullivan,"Sullivan, Indiana"
25,Indiana,Scott,"Scott, Indiana"
25,Indiana,Fulton,"Fulton, Indiana"
25,Georgia,Monroe,"Monroe, Georgia"
25,Georgia,Butts,"Butts, Georgia"
31,Ohio,Wyandot,"Wyandot, Ohio"
35,Minnesota,Waseca,"Waseca, Minnesota"
87,Minnesota,Becker,"Becker, Minnesota"
15,Minnesota,Le Sueur,"Le Sueur, Minnesota"
75,Maine,Oxford,"Oxford, Maine"
25,Oklahoma,Murray,"Murray, Oklahoma"
310,Virginia,Chesapeake,"Chesapeake, Virginia"
10,Idaho,Power,"Power, Idaho"
318,Virginia,Alexandria,"Alexandria, Virginia"
302,Idaho,Canyon,"Canyon, Idaho"
162,New York,Cortland,"Cortland, New York"
135,Virginia,Pulaski,"Pulaski, Virginia"
60,Virginia,Warren,"Warren, Virginia"
69,Idaho,Madison,"Madison, Idaho"
250,Virginia,Danville,"Danville, Virginia"
80,Virginia,Emporia,"Emporia, Virginia"
97,Virginia,Fauquier,"Fauquier, Virginia"
25,Virginia,Dickenson,"Dickenson, Virginia"
334,Virginia,Arlington,"Arlington, Virginia"
24,Ohio,Jackson,"Jackson, Ohio"
25,Kentucky,Grant,"Grant, Kentucky"
25,Ohio,Harrison,"Harrison, Ohio"
298,South Carolina,Georgetown,"Georgetown, South Carolina"
41,South Carolina,Jasper,"Jasper, South Carolina"
121,South Carolina,Kershaw,"Kershaw, South Carolina"
253,South Carolina,Lancaster,"Lancaster, South Carolina"
94,South Carolina,Marlboro,"Marlboro, South Carolina"
82,South Carolina,Chester,"Chester, South Carolina"
76,South Carolina,Laurens,"Laurens, South Carolina"
131,South Carolina,Colleton,"Colleton, South Carolina"
85,Washington,Lincoln,"Lincoln, Washington"
74,Washington,Pend Oreille,"Pend Oreille, Washington"
270,Virginia,Harrisonburg,"Harrisonburg, Virginia"
57,Washington,Adams,"Adams, Washington"
25,Idaho,Washington,"Washington, Idaho"
74,New York,Fulton,"Fulton, New York"
131,New York,Genesee,"Genesee, New York"
31,New York,Lewis,"Lewis, New York"
52,Kentucky,Fleming,"Fleming, Kentucky"
212,New York,Tompkins,"Tompkins, New York"
410,New York,Warren,"Warren, New York"
61,Kentucky,Harrison,"Harrison, Kentucky"
84,Illinois,Iroquois,"Iroquois, Illinois"
25,Kentucky,Trigg,"Trigg, Kentucky"
25,Kentucky,Leslie,"Leslie, Kentucky"
18,Illinois,Hancock,"Hancock, Illinois"
18,Illinois,Woodford,"Woodford, Illinois"
95,Maryland,St. Mary's,"St. Mary's, Maryland"
242,New Jersey,Cape May,"Cape May, New Jersey"
25,Illinois,Jo Daviess,"Jo Daviess, Illinois"
25,Kentucky,Wayne,"Wayne, Kentucky"
273,Kentucky,Whitley,"Whitley, Kentucky"
25,Kentucky,Knox,"Knox, Kentucky"
150,Kentucky,Laurel,"Laurel, Kentucky"
90,Kentucky,Lawrence,"Lawrence, Kentucky"
581,Maryland,Howard,"Howard, Maryland"
25,Texas,Brewster,"Brewster, Texas"
24,Texas,Yoakum,"Yoakum, Texas"
25,Texas,Coryell,"Coryell, Texas"
25,Texas,Karnes,"Karnes, Texas"
25,Texas,Grimes,"Grimes, Texas"
16,Illinois,Ogle,"Ogle, Illinois"
14,Texas,Fisher,"Fisher, Texas"
24,Texas,Lynn,"Lynn, Texas"
14,Texas,Throckmorton,"Throckmorton, Texas"
20,Texas,Swisher,"Swisher, Texas"
14,Texas,Culberson,"Culberson, Texas"
149,Kentucky,Rowan,"Rowan, Kentucky"
25,Kentucky,Marshall,"Marshall, Kentucky"
61,West Virginia,Grant,"Grant, West Virginia"
76,West Virginia,Mingo,"Mingo, West Virginia"
25,West Virginia,Mineral,"Mineral, West Virginia"
25,Vermont,Addison,"Addison, Vermont"
150,Illinois,Bond,"Bond, Illinois"
30,Illinois,Shelby,"Shelby, Illinois"
31,Georgia,Chattooga,"Chattooga, Georgia"
99,Mississippi,Simpson,"Simpson, Mississippi"
33,Mississippi,Quitman,"Quitman, Mississippi"
7,Mississippi,Greene,"Greene, Mississippi"
217,Mississippi,Lafayette,"Lafayette, Mississippi"
153,Mississippi,Union,"Union, Mississippi"
140,Mississippi,Sunflower,"Sunflower, Mississippi"
18,Mississippi,Tallahatchie,"Tallahatchie, Mississippi"
25,Mississippi,Attala,"Attala, Mississippi"
102,Mississippi,Hancock,"Hancock, Mississippi"
40,Montana,Teton,"Teton, Montana"
90,Montana,Fergus,"Fergus, Montana"
25,Montana,Lincoln,"Lincoln, Montana"
90,Montana,Custer,"Custer, Montana"
105,Montana,Lake,"Lake, Montana"
25,Montana,Musselshell,"Musselshell, Montana"
54,Montana,Daniels,"Daniels, Montana"
9,Montana,Granite,"Granite, Montana"
404,Montana,Missoula,"Missoula, Montana"
90,Montana,Gallatin,"Gallatin, Montana"
25,Montana,Park,"Park, Montana"
6,North Carolina,Bertie,"Bertie, North Carolina"
89,North Carolina,Chowan,"Chowan, North Carolina"
475,North Carolina,Gaston,"Gaston, North Carolina"
317,North Carolina,Wilson,"Wilson, North Carolina"
22,North Carolina,Yadkin,"Yadkin, North Carolina"
94,North Carolina,Transylvania,"Transylvania, North Carolina"
93,North Carolina,Stokes,"Stokes, North Carolina"
154,North Carolina,Columbus,"Columbus, North Carolina"
13,North Dakota,Mercer,"Mercer, North Dakota"
18,North Dakota,Griggs,"Griggs, North Dakota"
25,North Dakota,Barnes,"Barnes, North Dakota"
20,North Dakota,Cavalier,"Cavalier, North Dakota"
510,North Dakota,Burleigh,"Burleigh, North Dakota"
25,North Dakota,Ramsey,"Ramsey, North Dakota"
25,North Dakota,Pierce,"Pierce, North Dakota"
527,North Dakota,Ward,"Ward, North Dakota"
25,Nebraska,Nuckolls,"Nuckolls, Nebraska"
113,Nebraska,Cheyenne,"Cheyenne, Nebraska"
339,Florida,Sumter,"Sumter, Florida"
335,Florida,St. Johns,"St. Johns, Florida"
40,Florida,Levy,"Levy, Florida"
35,Alabama,Bibb,"Bibb, Alabama"
59,Alabama,Winston,"Winston, Alabama"
300,Ohio,Belmont,"Belmont, Ohio"
921,Ohio,Brown,"Brown, Ohio"
1929,Alabama,Mobile,"Mobile, Alabama"
165,Ohio,Clinton,"Clinton, Ohio"
118,Alabama,Russell,"Russell, Alabama"
25,Texas,Calhoun,"Calhoun, Texas"
16,Wyoming,Crook,"Crook, Wyoming"
255,Ohio,Fairfield,"Fairfield, Ohio"
435,Puerto Rico,Caguas,"Caguas, Puerto Rico"
117,Ohio,Fulton,"Fulton, Ohio"
184,New Jersey,Hunterdon,"Hunterdon, New Jersey"
